chart_id,track_id,artist_id,chart_name,week_date,peak_position,current_position,weeks_on_chart,movement
CHT_01300,TRK_04955,ART_0089,Hot 100,2026-04-26,2,17,23,30
CHT_01301,TRK_04955,ART_0089,Top 100 Global,2026-04-12,9,26,49,28
CHT_01302,TRK_05505,ART_0135,Hot 100,2025-11-28,13,21,1,26
CHT_01303,TRK_04955,ART_0089,Viral 50,2026-03-15,9,12,9,-26
CHT_01304,TRK_01618,ART_0388,New Music Friday,2019-11-26,51,54,2,22
CHT_01305,TRK_04702,ART_0060,New Music Friday,2024-09-19,95,100,5,-8
CHT_01306,TRK_04955,ART_0089,Indie Spotlight,2026-04-19,9,16,5,-19
CHT_01307,TRK_03351,ART_0414,Top Streaming,2023-05-12,22,30,18,-8
CHT_01308,TRK_04955,ART_0089,Indie Spotlight,2026-04-12,9,23,6,25
CHT_01309,TRK_03397,ART_0217,Top Streaming,2026-04-27,57,73,17,27
CHT_01310,TRK_05505,ART_0135,Hot 100,2025-01-24,19,23,12,-22
CHT_01311,TRK_01066,ART_0375,Top 100 Global,2026-01-27,23,39,4,-9
CHT_01312,TRK_05667,ART_0154,Viral 50,2025-03-30,90,100,2,-28
CHT_01313,TRK_02809,ART_0388,Indie Spotlight,2019-12-17,75,91,5,-27
CHT_01314,TRK_00764,ART_0515,Top 100 Global,2026-04-27,45,53,14,-2
CHT_01315,TRK_05663,ART_0243,Viral 50,2026-04-25,51,58,1,-25
CHT_01316,TRK_00565,ART_0142,Indie Spotlight,2026-01-30,27,43,3,26
CHT_01317,TRK_00129,ART_0311,Weekend Anthems,2024-05-02,21,35,3,28
CHT_01318,TRK_04955,ART_0089,Viral 50,2026-03-29,5,14,3,3
CHT_01319,TRK_04955,ART_0089,Top 100 Global,2026-04-19,8,23,3,-18
CHT_01320,TRK_04955,ART_0089,New Music Friday,2026-03-22,5,16,13,-18
CHT_01321,TRK_03351,ART_0414,Viral 50,2021-10-01,95,100,22,5
CHT_01322,TRK_04955,ART_0089,New Music Friday,2026-04-05,9,15,8,4
CHT_01323,TRK_05505,ART_0135,Top 100 Global,2025-04-18,6,16,9,-20
CHT_01324,TRK_05505,ART_0135,Top Streaming,2025-09-12,18,31,1,20
CHT_01325,TRK_03933,ART_0355,Hot 100,2025-12-10,13,13,16,-5
CHT_01326,TRK_00129,ART_0311,Weekend Anthems,2022-08-11,5,12,7,-1
CHT_01327,TRK_02118,ART_0219,Top Streaming,2026-04-04,25,25,4,10
CHT_01328,TRK_04955,ART_0089,Indie Spotlight,2026-04-19,4,23,17,-22
CHT_01329,TRK_01601,ART_0379,Hot 100,2026-03-28,54,55,6,-16
CHT_01330,TRK_05713,ART_0026,Viral 50,2024-09-29,51,67,11,-18
CHT_01331,TRK_03933,ART_0355,Top Streaming,2025-12-31,13,18,5,5
CHT_01332,TRK_05713,ART_0026,Hot 100,2022-06-05,87,97,6,-25
CHT_01333,TRK_03534,ART_0490,Indie Spotlight,2025-06-04,66,79,4,-9
CHT_01334,TRK_03351,ART_0414,Hot 100,2023-12-08,86,94,6,-4
CHT_01335,TRK_04309,ART_0255,Top 100 Global,2026-04-27,89,91,5,-6
CHT_01336,TRK_02467,ART_0246,Hot 100,2026-04-12,50,62,5,2
CHT_01337,TRK_04955,ART_0089,Hot 100,2026-03-22,5,15,3,-2
CHT_01338,TRK_04955,ART_0089,Hot 100,2026-03-15,8,9,3,-6
CHT_01339,TRK_04955,ART_0089,Weekend Anthems,2026-03-29,3,23,20,1
CHT_01340,TRK_03044,ART_0088,Indie Spotlight,2024-10-03,64,71,1,-22
CHT_01341,TRK_04955,ART_0089,Viral 50,2026-04-19,7,20,52,-14
CHT_01342,TRK_00764,ART_0515,New Music Friday,2026-04-27,62,64,2,29
CHT_01343,TRK_04309,ART_0255,Indie Spotlight,2026-04-27,75,79,13,-24
CHT_01344,TRK_05923,ART_0377,Top Streaming,2023-10-24,70,83,12,27
CHT_01345,TRK_01461,ART_0626,Hot 100,2022-05-16,60,75,16,-30
CHT_01346,TRK_02470,ART_0651,Top Streaming,2018-04-12,80,96,8,10
CHT_01347,TRK_03933,ART_0355,Indie Spotlight,2026-03-18,11,20,2,-19
CHT_01348,TRK_03933,ART_0355,Viral 50,2025-09-03,9,15,7,17
CHT_01349,TRK_04955,ART_0089,New Music Friday,2026-04-12,4,15,3,-3
CHT_01350,TRK_00764,ART_0515,New Music Friday,2026-04-27,47,62,15,-24
CHT_01351,TRK_00193,ART_0536,Top 100 Global,2026-03-01,39,39,1,17
CHT_01352,TRK_03351,ART_0414,Hot 100,2022-02-11,58,58,9,8
CHT_01353,TRK_03397,ART_0217,New Music Friday,2026-04-27,85,90,49,30
CHT_01354,TRK_00984,ART_0064,New Music Friday,2026-04-27,27,29,1,19
CHT_01355,TRK_00129,ART_0311,Hot 100,2024-04-04,10,23,42,-7
CHT_01356,TRK_04955,ART_0089,Top 100 Global,2026-03-22,9,29,13,-2
CHT_01357,TRK_03933,ART_0355,Viral 50,2025-10-08,21,23,14,11
CHT_01358,TRK_04301,ART_0027,Hot 100,2026-04-18,32,41,6,21
CHT_01359,TRK_04955,ART_0089,Viral 50,2026-04-12,8,8,30,8
CHT_01360,TRK_00129,ART_0311,Hot 100,2025-08-21,29,40,1,21
CHT_01361,TRK_04955,ART_0089,New Music Friday,2026-04-12,8,9,17,8
CHT_01362,TRK_03351,ART_0414,Top 100 Global,2019-06-21,79,94,33,-21
CHT_01363,TRK_03933,ART_0355,Viral 50,2026-01-28,27,33,12,-20
CHT_01364,TRK_04309,ART_0255,Indie Spotlight,2026-04-27,73,92,23,18
CHT_01365,TRK_00354,ART_0581,Top 100 Global,2024-11-22,32,48,1,19
CHT_01366,TRK_03933,ART_0355,Viral 50,2025-11-26,16,33,21,8
CHT_01367,TRK_05663,ART_0243,Top Streaming,2026-04-25,39,53,10,2
CHT_01368,TRK_05667,ART_0154,Weekend Anthems,2026-04-19,30,43,2,25
CHT_01369,TRK_05505,ART_0135,Hot 100,2025-01-03,20,32,3,-3
CHT_01370,TRK_00463,ART_0212,Top 100 Global,2021-09-21,31,38,1,1
CHT_01371,TRK_01977,ART_0487,Viral 50,2025-06-05,88,100,1,-25
CHT_01372,TRK_00423,ART_0321,Indie Spotlight,2007-08-14,59,63,2,-20
CHT_01373,TRK_04955,ART_0089,Hot 100,2026-03-29,2,3,44,7
CHT_01374,TRK_02189,ART_0141,Weekend Anthems,2025-10-12,60,73,3,2
CHT_01375,TRK_02485,ART_0263,New Music Friday,2025-04-12,38,38,1,-4
CHT_01376,TRK_03034,ART_0442,Top 100 Global,2025-09-24,54,73,6,-13
CHT_01377,TRK_01599,ART_0438,Hot 100,2023-09-29,61,69,5,-21
CHT_01378,TRK_00129,ART_0311,Top Streaming,2025-03-27,23,40,2,10
CHT_01379,TRK_04955,ART_0089,Top 100 Global,2026-04-26,10,25,42,2
CHT_01380,TRK_01461,ART_0626,New Music Friday,2024-11-11,44,60,2,6
CHT_01381,TRK_00784,ART_0154,Viral 50,2025-08-03,58,63,3,12
CHT_01382,TRK_04955,ART_0089,Weekend Anthems,2026-03-15,2,6,35,11
CHT_01383,TRK_00764,ART_0515,Indie Spotlight,2026-04-27,40,58,12,27
CHT_01384,TRK_04955,ART_0089,Weekend Anthems,2026-04-26,3,19,7,3
CHT_01385,TRK_03783,ART_0093,Indie Spotlight,2023-01-08,83,89,1,-23
CHT_01386,TRK_05810,ART_0071,Hot 100,2026-04-27,21,28,7,-8
CHT_01387,TRK_05810,ART_0071,Hot 100,2026-04-27,51,58,11,29
CHT_01388,TRK_04309,ART_0255,Hot 100,2026-04-27,23,43,6,30
CHT_01389,TRK_05923,ART_0377,Top Streaming,2026-01-20,76,92,11,23
CHT_01390,TRK_03933,ART_0355,Indie Spotlight,2025-09-17,5,13,14,26
CHT_01391,TRK_00129,ART_0311,Hot 100,2022-02-03,24,40,21,2
CHT_01392,TRK_03933,ART_0355,Indie Spotlight,2025-12-03,12,15,43,24
CHT_01393,TRK_04955,ART_0089,Viral 50,2026-04-05,8,17,10,-4
CHT_01394,TRK_04955,ART_0089,Viral 50,2026-04-19,1,8,27,-12
CHT_01395,TRK_05505,ART_0135,Hot 100,2025-05-23,19,20,46,-22
CHT_01396,TRK_05191,ART_0539,New Music Friday,2026-03-27,68,85,2,-30
CHT_01397,TRK_04955,ART_0089,Indie Spotlight,2026-03-15,5,22,51,-27
CHT_01398,TRK_00784,ART_0154,Viral 50,2024-08-11,44,44,3,-3
CHT_01399,TRK_04654,ART_0068,Top 100 Global,2021-08-27,60,71,1,-6
CHT_01400,TRK_01584,ART_0601,Top 100 Global,2025-02-12,77,82,1,-27
CHT_01401,TRK_04694,ART_0483,Indie Spotlight,2026-02-08,35,39,3,-20
CHT_01402,TRK_05667,ART_0154,Weekend Anthems,2025-05-25,87,87,9,-17
CHT_01403,TRK_04955,ART_0089,Indie Spotlight,2026-03-22,2,2,51,-25
CHT_01404,TRK_05505,ART_0135,Top Streaming,2025-01-17,30,46,12,5
CHT_01405,TRK_00129,ART_0311,New Music Friday,2023-08-03,10,29,1,11
CHT_01406,TRK_04955,ART_0089,Indie Spotlight,2026-04-19,7,12,24,8
CHT_01407,TRK_00764,ART_0515,Top 100 Global,2026-04-27,93,96,9,10
CHT_01408,TRK_00764,ART_0515,Indie Spotlight,2026-04-27,73,87,2,-8
CHT_01409,TRK_03034,ART_0442,Viral 50,2026-03-04,44,59,3,11
CHT_01410,TRK_01058,ART_0170,Hot 100,2021-06-01,96,100,1,2
CHT_01411,TRK_03933,ART_0355,Top Streaming,2025-09-24,14,26,10,4
CHT_01412,TRK_04955,ART_0089,Top Streaming,2026-04-26,4,23,8,-24
CHT_01413,TRK_03933,ART_0355,Top Streaming,2025-11-05,29,33,4,-23
CHT_01414,TRK_05956,ART_0229,Top Streaming,2026-03-26,52,66,6,6
CHT_01415,TRK_05060,ART_0439,Weekend Anthems,2022-04-19,45,62,13,-4
CHT_01416,TRK_04309,ART_0255,Weekend Anthems,2026-04-27,46,47,29,19
CHT_01417,TRK_01461,ART_0626,Top Streaming,2025-02-03,67,75,6,-1
CHT_01418,TRK_04955,ART_0089,Weekend Anthems,2026-04-12,6,25,7,12
CHT_01419,TRK_05923,ART_0377,Top Streaming,2023-11-07,35,38,9,21
CHT_01420,TRK_01604,ART_0483,Hot 100,2025-12-21,64,76,4,-23
CHT_01421,TRK_04100,ART_0437,Weekend Anthems,2016-12-11,57,74,3,17
CHT_01422,TRK_00415,ART_0474,Weekend Anthems,2024-03-18,21,25,2,7
CHT_01423,TRK_00129,ART_0311,Weekend Anthems,2025-04-10,7,24,14,-25
CHT_01424,TRK_05505,ART_0135,Hot 100,2024-07-12,19,39,52,-22
CHT_01425,TRK_04136,ART_0295,Weekend Anthems,2020-03-30,28,44,1,-26
CHT_01426,TRK_00116,ART_0045,Top Streaming,2020-07-05,23,34,2,13
CHT_01427,TRK_05505,ART_0135,Top Streaming,2025-08-22,12,27,2,0
CHT_01428,TRK_01461,ART_0626,Viral 50,2025-03-03,84,98,38,-24
CHT_01429,TRK_01624,ART_0004,Top 100 Global,2019-01-16,70,72,2,7
CHT_01430,TRK_03933,ART_0355,Viral 50,2026-04-15,10,15,7,24
CHT_01431,TRK_00129,ART_0311,Viral 50,2026-01-15,16,25,43,-12
CHT_01432,TRK_00129,ART_0311,Top Streaming,2022-03-03,12,27,10,21
CHT_01433,TRK_00764,ART_0515,Indie Spotlight,2026-04-27,80,93,1,17
CHT_01434,TRK_01461,ART_0626,Top Streaming,2022-10-31,60,62,10,23
CHT_01435,TRK_04955,ART_0089,Viral 50,2026-04-05,7,18,2,-24
CHT_01436,TRK_04977,ART_0295,New Music Friday,2020-11-16,22,35,10,0
CHT_01437,TRK_04380,ART_0406,Top 100 Global,2015-03-21,49,66,20,-14
CHT_01438,TRK_05667,ART_0154,New Music Friday,2024-08-04,70,77,15,12
CHT_01439,TRK_00129,ART_0311,New Music Friday,2022-12-29,19,31,17,-23
CHT_01440,TRK_05663,ART_0243,Hot 100,2026-01-31,69,73,1,8
CHT_01441,TRK_04955,ART_0089,Indie Spotlight,2026-04-12,10,20,6,13
CHT_01442,TRK_05809,ART_0154,Top 100 Global,2025-05-26,82,97,3,29
CHT_01443,TRK_05663,ART_0243,Weekend Anthems,2026-02-21,41,42,17,2
CHT_01444,TRK_05478,ART_0655,Weekend Anthems,2026-04-05,58,61,2,3
CHT_01445,TRK_04955,ART_0089,Weekend Anthems,2026-03-29,7,25,29,-10
CHT_01446,TRK_03933,ART_0355,New Music Friday,2025-10-08,20,23,16,-17
CHT_01447,TRK_05663,ART_0243,Indie Spotlight,2026-04-11,86,99,8,-14
CHT_01448,TRK_05478,ART_0655,Viral 50,2026-02-01,91,94,27,-21
CHT_01449,TRK_03933,ART_0355,New Music Friday,2025-07-16,20,26,19,12
CHT_01450,TRK_00129,ART_0311,Top 100 Global,2023-02-23,10,12,6,-9
CHT_01451,TRK_03397,ART_0217,Indie Spotlight,2026-04-27,91,97,7,-26
CHT_01452,TRK_05086,ART_0381,Viral 50,2024-01-24,38,57,8,13
CHT_01453,TRK_05478,ART_0655,Weekend Anthems,2025-12-07,69,77,2,25
CHT_01454,TRK_03933,ART_0355,New Music Friday,2026-03-04,18,28,3,22
CHT_01455,TRK_00129,ART_0311,Viral 50,2021-08-26,7,23,43,-9
CHT_01456,TRK_00129,ART_0311,New Music Friday,2023-12-21,11,11,5,9
CHT_01457,TRK_03034,ART_0442,New Music Friday,2026-04-08,83,97,4,10
CHT_01458,TRK_00531,ART_0437,Viral 50,2026-03-01,75,93,2,17
CHT_01459,TRK_00384,ART_0647,Indie Spotlight,2024-01-17,61,80,1,12
CHT_01460,TRK_00173,ART_0659,Viral 50,2025-01-05,56,68,1,-11
CHT_01461,TRK_01808,ART_0274,Indie Spotlight,2026-03-11,80,88,6,-26
CHT_01462,TRK_01182,ART_0423,New Music Friday,2022-10-16,82,91,4,-4
CHT_01463,TRK_05667,ART_0154,Weekend Anthems,2025-04-13,49,58,4,15
CHT_01464,TRK_03397,ART_0217,Hot 100,2026-04-27,96,97,4,20
CHT_01465,TRK_02769,ART_0585,Indie Spotlight,2026-04-27,60,65,1,-30
CHT_01466,TRK_03783,ART_0093,Viral 50,2025-03-02,59,76,6,11
CHT_01467,TRK_05816,ART_0423,Viral 50,2012-12-30,28,35,1,-13
CHT_01468,TRK_00901,ART_0157,Top Streaming,2025-07-02,91,93,1,-18
CHT_01469,TRK_00764,ART_0515,New Music Friday,2026-04-27,33,46,24,-29
CHT_01470,TRK_03933,ART_0355,Viral 50,2025-11-26,15,15,2,-3
CHT_01471,TRK_02189,ART_0141,Top Streaming,2024-09-29,47,60,8,4
CHT_01472,TRK_01911,ART_0677,New Music Friday,2025-10-28,95,100,2,-20
CHT_01473,TRK_00764,ART_0515,New Music Friday,2026-04-27,79,84,16,-15
CHT_01474,TRK_04955,ART_0089,Viral 50,2026-03-15,1,15,3,-19
CHT_01475,TRK_04955,ART_0089,Top Streaming,2026-04-26,5,9,16,30
CHT_01476,TRK_05780,ART_0487,Viral 50,2025-12-05,28,40,3,-28
CHT_01477,TRK_04955,ART_0089,Weekend Anthems,2026-04-26,7,15,13,-1
CHT_01478,TRK_03933,ART_0355,Top 100 Global,2025-12-03,15,21,5,-8
CHT_01479,TRK_01604,ART_0483,Top Streaming,2025-05-04,75,94,2,30
CHT_01480,TRK_04449,ART_0478,Hot 100,2026-04-27,86,86,5,-10
CHT_01481,TRK_05663,ART_0243,Top 100 Global,2026-03-28,31,48,3,1
CHT_01482,TRK_03933,ART_0355,Top 100 Global,2026-01-07,19,20,10,8
CHT_01483,TRK_03933,ART_0355,Viral 50,2025-08-27,24,28,1,-17
CHT_01484,TRK_03696,ART_0120,Viral 50,2024-04-01,64,67,1,26
CHT_01485,TRK_01706,ART_0043,Viral 50,2025-09-12,61,70,2,-12
CHT_01486,TRK_04955,ART_0089,Viral 50,2026-03-29,1,17,24,14
CHT_01487,TRK_03351,ART_0414,Viral 50,2023-09-22,45,48,15,-3
CHT_01488,TRK_03933,ART_0355,Viral 50,2026-04-08,17,34,34,3
CHT_01489,TRK_05713,ART_0026,New Music Friday,2022-06-12,80,80,1,21
CHT_01490,TRK_03933,ART_0355,New Music Friday,2026-03-25,16,17,36,16
CHT_01491,TRK_00764,ART_0515,New Music Friday,2026-04-27,48,61,6,-27
CHT_01492,TRK_03933,ART_0355,Indie Spotlight,2025-06-25,22,29,40,22
CHT_01493,TRK_04955,ART_0089,New Music Friday,2026-04-19,8,16,11,10
CHT_01494,TRK_04955,ART_0089,Top Streaming,2026-04-05,5,14,1,3
CHT_01495,TRK_05505,ART_0135,Weekend Anthems,2025-11-28,22,39,11,-23
CHT_01496,TRK_03104,ART_0217,New Music Friday,2026-04-27,91,100,2,-15
CHT_01497,TRK_04955,ART_0089,Weekend Anthems,2026-04-26,5,10,19,30
CHT_01498,TRK_03397,ART_0217,New Music Friday,2026-04-27,67,67,30,-12
CHT_01499,TRK_00129,ART_0311,Weekend Anthems,2023-03-02,30,41,9,-5
CHT_01500,TRK_02626,ART_0025,Indie Spotlight,2025-09-17,22,39,5,27
CHT_01501,TRK_00764,ART_0515,Top Streaming,2026-04-27,86,93,52,-14
CHT_01502,TRK_03397,ART_0217,Top 100 Global,2026-04-27,97,97,1,-6
CHT_01503,TRK_05505,ART_0135,Hot 100,2025-03-28,13,24,15,12
CHT_01504,TRK_03166,ART_0405,Top Streaming,2018-12-14,44,54,3,-21
CHT_01505,TRK_02417,ART_0202,Viral 50,2025-11-01,29,39,4,6
CHT_01506,TRK_03933,ART_0355,Viral 50,2025-11-26,21,24,13,14
CHT_01507,TRK_00129,ART_0311,Hot 100,2024-09-26,18,22,8,-9
CHT_01508,TRK_00129,ART_0311,Indie Spotlight,2024-04-11,6,12,18,10
CHT_01509,TRK_03206,ART_0399,Top 100 Global,2023-11-16,72,82,1,-23
CHT_01510,TRK_05505,ART_0135,Indie Spotlight,2025-01-03,15,35,40,-17
CHT_01511,TRK_03933,ART_0355,New Music Friday,2025-08-06,11,20,46,-19
CHT_01512,TRK_05478,ART_0655,Top 100 Global,2025-11-02,20,28,8,1
CHT_01513,TRK_03397,ART_0217,Indie Spotlight,2026-04-27,98,100,10,-14
CHT_01514,TRK_05713,ART_0026,Weekend Anthems,2025-06-29,40,53,52,2
CHT_01515,TRK_00129,ART_0311,Top Streaming,2025-07-24,19,26,14,-28
CHT_01516,TRK_05667,ART_0154,Weekend Anthems,2023-12-31,93,100,23,-10
CHT_01517,TRK_00764,ART_0515,Top Streaming,2026-04-27,48,60,3,-18
CHT_01518,TRK_05086,ART_0381,Hot 100,2024-05-08,54,74,4,-4
CHT_01519,TRK_05663,ART_0243,Top 100 Global,2026-03-07,43,48,10,15
CHT_01520,TRK_02626,ART_0025,Top Streaming,2025-12-24,33,51,18,11
CHT_01521,TRK_03351,ART_0414,Hot 100,2023-06-16,83,96,1,-25
CHT_01522,TRK_03478,ART_0347,New Music Friday,2026-02-15,27,35,3,-20
CHT_01523,TRK_04955,ART_0089,New Music Friday,2026-04-26,2,2,22,-29
CHT_01524,TRK_04810,ART_0503,Top 100 Global,2026-04-06,36,39,2,14
CHT_01525,TRK_05646,ART_0432,Viral 50,2024-08-04,67,83,6,-3
CHT_01526,TRK_00965,ART_0347,Viral 50,2025-09-18,76,93,2,6
CHT_01527,TRK_00947,ART_0296,New Music Friday,2025-03-16,86,100,1,-27
CHT_01528,TRK_01976,ART_0651,Weekend Anthems,2016-01-31,43,56,1,-6
CHT_01529,TRK_05713,ART_0026,Top Streaming,2022-12-11,66,80,4,-27
CHT_01530,TRK_04955,ART_0089,Top Streaming,2026-03-22,7,26,8,-23
CHT_01531,TRK_05505,ART_0135,Weekend Anthems,2026-02-13,5,13,19,-28
CHT_01532,TRK_03034,ART_0442,Top 100 Global,2025-09-10,82,89,24,-17
CHT_01533,TRK_01706,ART_0043,Hot 100,2025-06-27,66,78,11,14
CHT_01534,TRK_00764,ART_0515,Viral 50,2026-04-27,87,96,8,24
CHT_01535,TRK_03933,ART_0355,Top Streaming,2025-12-10,10,16,17,-5
CHT_01536,TRK_00751,ART_0557,Weekend Anthems,2026-04-27,85,89,1,28
CHT_01537,TRK_04955,ART_0089,Indie Spotlight,2026-04-19,1,15,12,-23
CHT_01538,TRK_01461,ART_0626,Top Streaming,2024-09-02,96,100,7,-4
CHT_01539,TRK_04380,ART_0406,New Music Friday,2023-02-18,57,64,10,-10
CHT_01540,TRK_03351,ART_0414,Top Streaming,2022-03-04,32,39,38,7
CHT_01541,TRK_01911,ART_0677,Hot 100,2026-04-21,59,66,4,-13
CHT_01542,TRK_04550,ART_0559,Indie Spotlight,2026-04-27,78,95,2,0
CHT_01543,TRK_04955,ART_0089,Indie Spotlight,2026-03-15,6,11,7,15
CHT_01544,TRK_03933,ART_0355,Viral 50,2025-07-02,25,26,8,21
CHT_01545,TRK_05663,ART_0243,Viral 50,2026-03-21,76,80,18,10
CHT_01546,TRK_03839,ART_0549,Top 100 Global,2026-03-04,51,61,2,10
CHT_01547,TRK_03351,ART_0414,Top Streaming,2021-05-14,82,84,5,-20
CHT_01548,TRK_03397,ART_0217,Viral 50,2026-04-27,73,83,19,-27
CHT_01549,TRK_03933,ART_0355,Viral 50,2025-09-24,8,16,15,26
CHT_01550,TRK_00129,ART_0311,Hot 100,2024-07-18,29,29,45,-30
CHT_01551,TRK_03397,ART_0217,Viral 50,2026-04-27,40,53,11,-21
CHT_01552,TRK_00129,ART_0311,Viral 50,2024-10-31,8,13,7,-16
CHT_01553,TRK_00129,ART_0311,Top 100 Global,2025-11-20,21,34,2,-23
CHT_01554,TRK_00764,ART_0515,Weekend Anthems,2026-04-27,89,99,39,5
CHT_01555,TRK_01172,ART_0013,Indie Spotlight,2025-12-08,62,74,2,12
CHT_01556,TRK_05505,ART_0135,Viral 50,2026-02-27,16,22,11,28
CHT_01557,TRK_03104,ART_0217,Top Streaming,2026-04-27,66,72,1,-28
CHT_01558,TRK_04955,ART_0089,Viral 50,2026-04-19,5,7,15,14
CHT_01559,TRK_04955,ART_0089,Indie Spotlight,2026-04-26,6,21,3,-22
CHT_01560,TRK_05956,ART_0229,Indie Spotlight,2022-04-21,20,26,7,-29
CHT_01561,TRK_04955,ART_0089,Indie Spotlight,2026-04-05,6,7,42,9
CHT_01562,TRK_04955,ART_0089,Weekend Anthems,2026-04-19,2,20,52,14
CHT_01563,TRK_03783,ART_0093,Top Streaming,2020-11-08,60,80,3,-11
CHT_01564,TRK_04955,ART_0089,Top Streaming,2026-04-12,1,10,5,1
CHT_01565,TRK_03135,ART_0283,New Music Friday,2026-04-27,75,82,1,7
CHT_01566,TRK_00129,ART_0311,Hot 100,2024-12-19,18,29,2,-22
CHT_01567,TRK_04309,ART_0255,Viral 50,2026-04-27,70,76,15,-7
CHT_01568,TRK_04380,ART_0406,Hot 100,2015-01-24,55,59,5,-29
CHT_01569,TRK_03847,ART_0344,Indie Spotlight,2025-11-22,70,82,1,-26
CHT_01570,TRK_01461,ART_0626,Viral 50,2022-06-13,72,92,9,-30
CHT_01571,TRK_00457,ART_0627,Hot 100,2026-04-27,69,83,2,1
CHT_01572,TRK_00764,ART_0515,Top Streaming,2026-04-27,88,100,26,-13
CHT_01573,TRK_00751,ART_0557,Viral 50,2026-04-27,54,69,1,4
CHT_01574,TRK_04380,ART_0406,Top 100 Global,2018-09-01,92,96,1,26
CHT_01575,TRK_04587,ART_0373,New Music Friday,2026-04-27,63,74,9,-12
CHT_01576,TRK_04955,ART_0089,Weekend Anthems,2026-03-15,3,20,29,16
CHT_01577,TRK_02809,ART_0388,Weekend Anthems,2008-03-04,95,100,4,-17
CHT_01578,TRK_05505,ART_0135,Top 100 Global,2024-06-21,10,19,19,-24
CHT_01579,TRK_04955,ART_0089,Indie Spotlight,2026-04-19,1,7,2,-9
CHT_01580,TRK_05505,ART_0135,Hot 100,2024-11-22,15,35,19,10
CHT_01581,TRK_05663,ART_0243,New Music Friday,2026-03-28,65,84,3,-10
CHT_01582,TRK_03933,ART_0355,Top Streaming,2025-06-25,7,13,37,-22
CHT_01583,TRK_03327,ART_0010,Hot 100,2025-12-10,47,65,1,30
CHT_01584,TRK_03933,ART_0355,Indie Spotlight,2025-06-18,24,39,33,11
CHT_01585,TRK_01706,ART_0043,Top Streaming,2026-04-10,72,92,12,14
CHT_01586,TRK_02812,ART_0457,Top 100 Global,2011-07-03,90,100,1,-7
CHT_01587,TRK_03034,ART_0442,Viral 50,2026-01-21,96,100,1,18
CHT_01588,TRK_00836,ART_0437,Indie Spotlight,2025-12-06,64,73,1,2
CHT_01589,TRK_04955,ART_0089,New Music Friday,2026-03-15,2,22,19,14
CHT_01590,TRK_00129,ART_0311,New Music Friday,2021-12-30,19,27,7,11
CHT_01591,TRK_03933,ART_0355,Indie Spotlight,2025-06-18,14,16,24,20
CHT_01592,TRK_03933,ART_0355,Indie Spotlight,2025-12-24,22,34,47,-15
CHT_01593,TRK_05086,ART_0381,Indie Spotlight,2025-03-05,28,44,15,-29
CHT_01594,TRK_03123,ART_0586,Weekend Anthems,2026-03-18,49,55,3,10
CHT_01595,TRK_03933,ART_0355,Top 100 Global,2025-10-22,26,33,1,-10
CHT_01596,TRK_05663,ART_0243,New Music Friday,2026-04-18,96,100,4,-18
CHT_01597,TRK_05923,ART_0377,New Music Friday,2024-03-05,64,66,6,-25
CHT_01598,TRK_02580,ART_0437,Hot 100,2026-04-27,38,46,1,-25
CHT_01599,TRK_02626,ART_0025,Indie Spotlight,2026-02-18,96,100,4,10
CHT_01600,TRK_02464,ART_0478,New Music Friday,2026-04-27,60,66,1,29
CHT_01601,TRK_05478,ART_0655,Weekend Anthems,2026-04-26,38,43,7,-3
CHT_01602,TRK_05667,ART_0154,Indie Spotlight,2024-10-13,86,90,18,17
CHT_01603,TRK_05667,ART_0154,New Music Friday,2024-06-23,84,87,1,26
CHT_01604,TRK_04955,ART_0089,Hot 100,2026-04-26,10,16,12,-19
CHT_01605,TRK_03933,ART_0355,Top Streaming,2025-11-12,15,29,50,8
CHT_01606,TRK_00531,ART_0437,New Music Friday,2025-10-19,62,68,11,17
CHT_01607,TRK_00988,ART_0430,New Music Friday,2026-04-26,34,39,10,-21
CHT_01608,TRK_00764,ART_0515,Weekend Anthems,2026-04-27,66,86,7,9
CHT_01609,TRK_01277,ART_0483,Hot 100,2025-02-01,75,83,1,-4
CHT_01610,TRK_00129,ART_0311,Top Streaming,2023-05-11,18,21,41,-12
CHT_01611,TRK_00233,ART_0572,Top Streaming,2020-05-28,54,71,1,30
CHT_01612,TRK_03933,ART_0355,Weekend Anthems,2026-02-25,17,27,33,-2
CHT_01613,TRK_00129,ART_0311,Hot 100,2023-08-24,21,29,5,16
CHT_01614,TRK_04955,ART_0089,Viral 50,2026-04-12,10,22,28,-16
CHT_01615,TRK_00018,ART_0271,Top 100 Global,2026-04-27,36,38,6,7
CHT_01616,TRK_03397,ART_0217,New Music Friday,2026-04-27,51,71,23,8
CHT_01617,TRK_03933,ART_0355,Top Streaming,2025-08-13,30,50,46,-6
CHT_01618,TRK_01182,ART_0423,New Music Friday,2019-07-07,43,58,6,-18
CHT_01619,TRK_00129,ART_0311,New Music Friday,2022-02-03,14,14,10,3
CHT_01620,TRK_02894,ART_0108,New Music Friday,2025-02-12,25,41,1,-9
CHT_01621,TRK_05086,ART_0381,Indie Spotlight,2024-09-11,76,86,1,14
CHT_01622,TRK_00129,ART_0311,New Music Friday,2026-01-08,17,19,37,-29
CHT_01623,TRK_05667,ART_0154,Viral 50,2025-02-02,76,94,3,27
CHT_01624,TRK_04037,ART_0296,Weekend Anthems,2026-02-14,63,70,6,-16
