track_id,tempo_bpm,energy,danceability,valence,acousticness,loudness_db,instrumentalness,speechiness,liveness,key,mode,time_signature
TRK_00290,85,0.681,0.536,0.893,0.048,-5.06,0.08,0.502,0.04,1,0,4
TRK_00291,111,0.617,0.879,0.776,0.213,-11.28,0.007,0.612,0.262,9,0,4
TRK_00292,76,0.484,0.497,0.302,0.248,-5.61,0.043,0.078,0.351,5,0,3
TRK_00293,124,0.796,0.715,0.564,0.071,-14.51,0.007,0.173,0.081,4,0,4
TRK_00294,125,0.484,0.903,0.398,0.015,-10.6,0.181,0.151,0.129,9,0,4
TRK_00295,116,0.365,0.777,0.212,0.487,-5.65,0.084,0.292,0.191,2,1,4
TRK_00296,98,0.243,0.837,0.37,0.942,-11.06,0.037,0.144,0.384,0,0,4
TRK_00297,97,0.446,0.246,0.754,0.541,-13.12,0.082,0.188,0.178,11,1,4
TRK_00298,91,0.68,0.572,0.206,0.662,-4.22,0.014,0.014,0.028,9,1,4
TRK_00299,138,0.231,0.508,0.799,0.298,-8.64,0.051,0.324,0.132,2,1,6
TRK_00300,123,0.353,0.629,0.541,0.372,-4.72,0.073,0.141,0.261,0,1,5
TRK_00301,135,0.649,0.737,0.319,0.238,-6.49,0.037,0.158,0.039,6,1,4
TRK_00302,151,0.786,0.906,0.364,0.18,-14.91,0.201,0.068,0.045,3,0,4
TRK_00303,96,0.15,0.438,0.753,0.47,-7.53,0.036,0.067,0.101,8,1,4
TRK_00304,114,0.854,0.587,0.16,0.728,-11.18,0.029,0.107,0.076,8,0,4
TRK_00305,126,0.53,0.289,0.437,0.463,-7.17,0.149,0.381,0.085,10,1,4
TRK_00306,148,0.543,0.347,0.242,0.504,-14.73,0.08,0.162,0.007,7,1,4
TRK_00307,115,0.662,0.63,0.649,0.841,-7.85,0.166,0.07,0.342,7,0,4
TRK_00308,55,0.234,0.74,0.401,0.748,-3.35,0.341,0.379,0.002,0,1,4
TRK_00309,88,0.577,0.714,0.568,0.657,-3.83,0.162,0.235,0.115,8,0,4
TRK_00310,88,0.464,0.2,0.659,0.693,-6.36,0.149,0.036,0.188,4,1,4
TRK_00311,114,0.567,0.374,0.236,0.453,-11.73,0.069,0.088,0.175,6,1,4
TRK_00312,107,0.615,0.579,0.48,0.676,-5.7,0.044,0.036,0.122,6,1,4
TRK_00313,89,0.51,0.679,0.519,0.12,-10.98,0.086,0.558,0.304,9,1,6
TRK_00314,82,0.184,0.689,0.812,0.614,-10.48,0.006,0.036,0.371,11,0,4
TRK_00315,106,0.195,0.59,0.05,0.789,-14.36,0.113,0.035,0.067,6,0,4
TRK_00316,137,0.696,0.533,0.423,0.172,-9.25,0.04,0.029,0.046,10,1,4
TRK_00317,126,0.912,0.7,0.521,0.284,-11.88,0.094,0.06,0.233,3,1,6
TRK_00318,110,0.575,0.823,0.28,0.398,-11.23,0.093,0.003,0.05,8,0,4
TRK_00319,143,0.791,0.603,0.164,0.417,-6.48,0.225,0.001,0.22,10,1,4
TRK_00320,127,0.686,0.565,0.421,0.413,-14.77,0.016,0.135,0.191,11,0,4
TRK_00321,145,0.821,0.68,0.719,0.427,-6.41,0.064,0.075,0.099,8,1,4
TRK_00322,105,0.268,0.797,0.328,0.276,-9.55,0.057,0.006,0.241,5,0,4
TRK_00323,130,0.413,0.841,0.225,0.911,-11.29,0.139,0.003,0.062,5,1,4
TRK_00324,137,0.903,0.807,0.167,0.407,-4.85,0.057,0.157,0.279,2,1,4
TRK_00325,150,0.791,0.712,0.15,0.519,-3.07,0.151,0.176,0.095,2,1,3
TRK_00326,156,0.336,0.203,0.252,0.639,-9.93,0.115,0.058,0.231,6,0,4
TRK_00327,109,0.641,0.947,0.578,0.502,-10.28,0.093,0.034,0.183,3,0,4
TRK_00328,145,0.76,0.758,0.099,0.247,-13.51,0.018,0.141,0.079,5,1,4
TRK_00329,117,0.321,0.563,0.607,0.929,-4.54,0.145,0.097,0.16,11,0,4
TRK_00330,124,0.971,0.467,0.624,0.827,-9.59,0.011,0.16,0.268,7,0,4
TRK_00331,107,0.112,0.419,0.494,0.741,-10.68,0.028,0.057,0.189,10,1,4
TRK_00332,84,0.671,0.979,0.748,0.058,-11.69,0.085,0.769,0.033,11,1,4
TRK_00333,81,0.42,0.519,0.333,0.494,-13.56,0.01,0.105,0.289,8,0,4
TRK_00334,75,0.433,0.344,0.349,0.787,-7.09,0.162,0.09,0.059,7,0,4
TRK_00335,107,0.286,0.179,0.181,0.379,-9.53,0.026,0.04,0.148,11,1,4
TRK_00336,141,0.758,0.619,0.19,0.313,-5.02,0.199,0.018,0.169,7,0,4
TRK_00337,100,0.691,0.758,0.502,0.002,-9.18,0.083,0.334,0.286,3,0,4
TRK_00338,103,0.58,0.385,0.638,0.839,-5.02,0.072,0.1,0.419,4,1,3
TRK_00339,127,0.727,0.779,0.321,0.954,-6.39,0.201,0.101,0.285,6,1,4
TRK_00340,103,0.889,0.541,0.659,0.42,-10.53,0.135,0.017,0.006,6,0,4
TRK_00341,118,0.491,0.82,0.465,0.134,-13.56,0.177,0.072,0.106,0,1,4
TRK_00342,61,0.316,0.709,0.572,0.899,-4.64,0.017,0.149,0.067,1,1,5
TRK_00343,116,0.57,0.991,0.805,0.111,-3.23,0.261,0.262,0.008,9,1,4
TRK_00344,89,0.474,0.737,0.486,0.317,-8.15,0.083,0.102,0.211,1,0,4
TRK_00345,137,0.475,0.737,0.782,0.015,-14.88,0.308,0.019,0.022,6,1,4
TRK_00346,138,0.732,0.828,0.318,0.698,-3.45,0.135,0.327,0.03,2,1,4
TRK_00347,115,0.553,0.857,0.526,0.481,-14.44,0.165,0.1,0.217,11,1,4
TRK_00348,88,0.864,0.798,0.9,0.087,-13.74,0.004,0.534,0.011,9,0,4
TRK_00349,74,0.139,0.383,0.604,0.872,-10.72,0.224,0.072,0.155,4,1,3
TRK_00350,128,0.152,0.801,0.163,0.72,-14.62,0.256,0.041,0.361,9,1,4
TRK_00351,97,0.367,0.68,0.22,0.966,-12.05,0.062,0.395,0.068,0,0,4
TRK_00352,93,0.746,0.565,0.653,0.105,-13.33,0.158,0.108,0.331,10,1,4
TRK_00353,95,0.607,0.662,0.441,0.479,-8.61,0.075,0.497,0.027,1,1,4
TRK_00354,139,0.516,0.472,0.291,0.415,-7.96,0.035,0.16,0.096,9,1,4
TRK_00355,99,0.128,0.229,0.301,0.768,-13.7,0.165,0.051,0.145,6,0,4
TRK_00356,116,0.279,0.809,0.636,0.861,-12.09,0.07,0.032,0.035,3,1,4
TRK_00357,99,0.804,0.864,0.681,0.044,-5.65,0.053,0.001,0.127,4,0,5
TRK_00358,124,0.355,0.957,0.947,0.193,-11.45,0.005,0.196,0.154,8,0,4
TRK_00359,97,0.97,0.716,0.775,0.343,-5.38,0.021,0.53,0.173,11,0,4
TRK_00360,112,0.128,0.597,0.711,0.293,-4.82,0.038,0.037,0.126,1,0,4
TRK_00361,112,0.666,0.642,0.432,0.682,-14.01,0.043,0.125,0.315,8,0,4
TRK_00362,132,0.733,0.459,0.458,0.873,-11.31,0.036,0.117,0.025,1,1,6
TRK_00363,76,0.238,0.726,0.834,0.398,-8.74,0.033,0.051,0.101,9,0,4
TRK_00364,109,0.519,0.613,0.124,0.034,-11.84,0.034,0.719,0.03,4,1,4
TRK_00365,117,0.192,1.0,0.41,0.492,-6.09,0.01,0.145,0.15,6,0,4
TRK_00366,115,0.764,0.466,0.371,0.374,-14.66,0.207,0.137,0.222,2,0,4
TRK_00367,110,0.398,0.973,0.251,0.54,-10.1,0.06,0.196,0.214,7,1,4
TRK_00368,111,0.241,0.723,0.29,0.431,-10.83,0.164,0.402,0.013,9,0,6
TRK_00369,130,0.377,0.688,0.384,0.425,-12.91,0.057,0.056,0.14,10,0,4
TRK_00370,91,0.371,0.835,0.128,0.704,-8.47,0.004,0.068,0.134,1,0,4
TRK_00371,128,0.192,0.718,0.762,0.23,-12.18,0.029,0.017,0.205,2,0,6
TRK_00372,93,0.302,0.326,0.349,0.663,-11.61,0.003,0.133,0.035,1,1,5
TRK_00373,123,0.784,0.152,0.479,0.441,-5.15,0.138,0.165,0.058,3,0,4
TRK_00374,134,0.529,0.924,0.557,0.709,-6.44,0.099,0.103,0.125,8,1,4
TRK_00375,107,0.068,0.701,0.56,0.415,-10.83,0.098,0.219,0.104,2,0,4
TRK_00376,171,0.882,0.482,0.422,0.854,-4.56,0.018,0.234,0.184,0,0,4
TRK_00377,114,0.486,0.806,0.269,0.336,-8.37,0.131,0.208,0.062,3,0,4
TRK_00378,186,0.391,0.423,0.666,0.534,-8.91,0.003,0.313,0.215,5,0,6
TRK_00379,91,0.122,0.061,0.425,0.31,-6.72,0.006,0.259,0.07,3,0,4
TRK_00380,167,0.388,0.429,0.639,0.395,-13.6,0.059,0.117,0.04,3,0,4
TRK_00381,99,0.765,0.1,0.253,0.826,-9.55,0.038,0.068,0.299,6,0,5
TRK_00382,139,0.578,0.752,0.143,0.516,-10.34,0.109,0.063,0.13,10,0,4
TRK_00383,118,0.402,0.72,0.6,0.427,-7.66,0.047,0.066,0.167,4,0,3
TRK_00384,132,0.499,0.719,0.931,0.766,-4.17,0.055,0.215,0.038,9,0,4
TRK_00385,135,0.494,0.832,0.177,0.36,-11.58,0.001,0.072,0.118,1,0,4
TRK_00386,125,0.841,0.664,0.163,0.29,-6.02,0.022,0.13,0.198,7,0,4
TRK_00387,87,0.548,0.743,0.398,0.702,-8.3,0.186,0.083,0.048,2,0,4
TRK_00388,192,0.727,0.585,0.26,0.155,-6.66,0.083,0.127,0.357,1,1,4
TRK_00389,103,0.378,0.747,0.8,0.277,-3.37,0.032,0.122,0.065,7,0,4
TRK_00390,70,0.432,0.418,0.631,0.699,-9.03,0.15,0.205,0.023,0,0,4
TRK_00391,110,0.479,0.589,0.401,0.227,-10.83,0.077,0.034,0.081,2,1,4
TRK_00392,102,0.313,0.77,0.46,0.41,-10.19,0.122,0.157,0.323,9,0,4
TRK_00393,114,0.492,0.818,0.617,0.734,-13.09,0.027,0.057,0.048,3,0,4
TRK_00394,151,0.74,0.525,0.683,0.341,-3.41,0.018,0.041,0.102,10,1,4
TRK_00395,111,0.546,0.622,0.639,0.393,-8.44,0.006,0.029,0.138,7,1,4
TRK_00396,167,0.232,0.519,0.381,0.91,-6.23,0.001,0.004,0.428,6,0,4
TRK_00397,81,0.595,0.672,0.76,0.422,-6.47,0.123,0.065,0.107,0,0,4
TRK_00398,160,0.838,0.341,0.425,0.684,-8.94,0.178,0.045,0.185,11,0,4
TRK_00399,154,0.739,0.446,0.247,0.343,-12.99,0.078,0.03,0.055,10,0,4
TRK_00400,95,0.807,0.656,0.678,0.64,-11.74,0.042,0.17,0.021,7,1,4
TRK_00401,140,0.417,1.0,0.384,0.077,-14.94,0.146,0.054,0.392,5,0,3
TRK_00402,101,0.299,0.674,0.8,0.206,-9.2,0.185,0.375,0.061,2,1,4
TRK_00403,123,0.725,0.65,0.816,0.655,-14.13,0.018,0.022,0.381,4,0,4
TRK_00404,83,0.506,0.369,0.175,0.895,-11.64,0.052,0.117,0.123,4,0,4
TRK_00405,96,0.297,0.846,0.886,0.59,-7.08,0.165,0.236,0.439,8,1,4
TRK_00406,101,0.664,0.901,0.838,0.204,-8.27,0.066,0.856,0.004,1,1,3
TRK_00407,85,0.765,0.781,0.622,0.039,-11.83,0.121,0.351,0.136,1,1,4
TRK_00408,80,0.544,0.706,0.74,0.452,-6.57,0.167,0.714,0.334,4,1,4
TRK_00409,95,0.398,0.742,0.617,0.441,-5.08,0.267,0.083,0.179,4,1,4
TRK_00410,103,0.71,0.511,0.543,0.414,-8.7,0.058,0.048,0.01,9,0,4
TRK_00411,121,0.967,0.475,0.588,0.561,-8.59,0.101,0.152,0.011,1,1,3
TRK_00412,132,0.808,1.0,0.398,0.761,-9.89,0.053,0.0,0.001,10,0,4
TRK_00413,92,0.637,0.741,0.717,0.515,-12.23,0.056,0.037,0.274,11,1,4
TRK_00414,95,0.439,0.571,0.509,0.208,-9.06,0.233,0.108,0.005,0,0,4
TRK_00415,107,0.457,0.748,0.315,0.787,-7.42,0.012,0.257,0.43,7,0,4
TRK_00416,121,0.536,0.956,0.876,0.091,-3.24,0.073,0.028,0.183,8,0,4
TRK_00417,105,0.362,0.553,0.916,0.678,-10.17,0.002,0.03,0.108,0,1,6
TRK_00418,139,0.288,0.148,0.78,0.453,-6.66,0.102,0.156,0.065,0,0,4
TRK_00419,102,0.191,0.772,0.255,0.207,-11.08,0.099,0.068,0.047,9,0,4
TRK_00420,122,0.862,0.648,0.198,0.303,-14.19,0.016,0.008,0.045,10,0,4
TRK_00421,112,0.57,0.161,0.581,0.11,-4.97,0.1,0.374,0.068,8,0,4
TRK_00422,143,0.335,0.898,0.392,0.903,-8.04,0.023,0.11,0.37,4,0,4
TRK_00423,89,0.711,0.754,0.691,0.774,-11.28,0.11,0.06,0.061,2,0,4
TRK_00424,115,0.821,0.43,0.514,0.209,-13.38,0.058,0.225,0.091,2,0,4
TRK_00425,181,0.613,0.545,0.505,0.444,-6.98,0.042,0.036,0.371,6,0,5
TRK_00426,85,0.325,0.9,0.603,0.271,-6.21,0.002,0.454,0.063,0,1,4
TRK_00427,97,0.39,0.502,0.307,0.701,-6.63,0.134,0.31,0.144,9,0,4
TRK_00428,88,0.897,0.571,0.319,0.394,-11.7,0.139,0.605,0.06,2,1,4
TRK_00429,123,0.746,0.588,0.239,0.611,-14.33,0.159,0.096,0.007,11,0,4
TRK_00430,115,0.425,0.519,0.463,0.394,-3.55,0.013,0.175,0.01,8,0,4
TRK_00431,139,0.724,0.408,0.329,0.386,-6.68,0.005,0.105,0.162,2,1,4
TRK_00432,105,0.514,0.518,0.324,0.582,-14.58,0.046,0.161,0.135,2,1,4
TRK_00433,81,0.516,0.83,0.927,0.507,-9.42,0.218,0.029,0.297,6,0,4
TRK_00434,172,0.933,0.691,0.546,0.641,-8.15,0.072,0.169,0.06,5,0,3
TRK_00435,88,0.099,0.538,0.681,0.62,-10.36,0.032,0.197,0.121,10,0,4
TRK_00436,98,0.263,0.673,0.665,0.393,-14.34,0.269,0.132,0.159,2,0,4
TRK_00437,82,0.54,0.727,0.619,0.487,-9.13,0.016,0.15,0.082,3,0,6
TRK_00438,85,0.885,1.0,0.27,0.184,-8.06,0.187,0.595,0.064,1,1,4
TRK_00439,139,0.592,0.541,0.418,0.417,-11.98,0.028,0.126,0.096,7,1,4
TRK_00440,105,0.443,0.437,0.827,0.575,-4.51,0.0,0.086,0.108,11,1,4
TRK_00441,166,0.792,0.64,0.617,0.394,-6.96,0.023,0.022,0.124,2,0,4
TRK_00442,141,0.475,0.637,0.159,0.357,-5.41,0.024,0.069,0.26,2,1,3
TRK_00443,135,0.801,0.543,0.615,0.745,-9.4,0.058,0.14,0.367,7,0,4
TRK_00444,110,0.901,0.571,0.728,0.266,-5.32,0.09,0.074,0.044,1,0,4
TRK_00445,128,0.48,0.454,0.96,0.659,-11.91,0.003,0.016,0.042,6,1,4
TRK_00446,111,0.416,0.431,0.089,0.417,-10.35,0.14,0.125,0.343,8,0,4
TRK_00447,118,0.443,0.484,0.37,0.766,-7.83,0.001,0.017,0.508,1,1,4
TRK_00448,117,0.301,0.543,0.892,0.571,-4.92,0.26,0.186,0.131,7,1,4
TRK_00449,118,0.809,0.918,0.665,0.582,-14.87,0.125,0.053,0.106,11,0,4
TRK_00450,135,0.325,0.813,0.524,0.597,-13.88,0.006,0.228,0.221,9,0,4
TRK_00451,123,0.954,0.693,0.337,0.923,-9.56,0.028,0.065,0.081,2,1,4
TRK_00452,123,0.402,0.621,0.885,0.359,-13.88,0.038,0.017,0.011,1,1,4
TRK_00453,90,0.879,0.644,0.54,0.82,-7.99,0.297,0.471,0.397,3,1,4
TRK_00454,119,0.565,0.858,0.797,0.297,-9.57,0.143,0.092,0.036,4,0,4
TRK_00455,100,0.657,0.867,0.356,0.218,-9.61,0.023,0.475,0.003,6,1,4
TRK_00456,65,0.665,0.77,0.37,0.277,-3.34,0.135,0.606,0.148,3,0,4
TRK_00457,129,0.688,0.73,0.446,0.06,-6.43,0.151,0.426,0.003,2,0,4
TRK_00458,126,0.449,0.79,0.837,0.447,-11.98,0.017,0.096,0.307,0,1,4
TRK_00459,128,0.355,0.724,0.687,0.864,-7.81,0.077,0.018,0.129,1,1,4
TRK_00460,108,0.7,0.851,0.513,0.222,-11.68,0.025,0.348,0.038,10,1,4
TRK_00461,170,0.349,0.7,0.555,0.547,-14.31,0.048,0.028,0.094,3,0,3
TRK_00462,97,0.681,0.843,0.133,0.074,-5.42,0.11,0.907,0.026,4,0,4
TRK_00463,88,0.633,0.383,0.433,0.799,-8.3,0.018,0.053,0.217,5,0,4
TRK_00464,131,0.772,0.705,0.135,0.258,-13.94,0.07,0.134,0.123,1,1,3
TRK_00465,96,0.52,0.347,0.599,0.732,-12.42,0.151,0.158,0.019,1,0,4
TRK_00466,95,0.429,0.959,0.513,0.644,-12.58,0.094,0.073,0.071,10,1,4
TRK_00467,106,0.807,1.0,0.827,0.192,-13.13,0.006,0.923,0.114,0,1,4
TRK_00468,75,0.703,0.487,0.182,0.768,-10.58,0.031,0.27,0.181,5,1,4
TRK_00469,155,0.784,0.663,0.806,0.414,-14.62,0.075,0.109,0.105,0,1,3
TRK_00470,127,0.959,0.61,0.703,0.514,-6.99,0.012,0.079,0.022,8,1,4
TRK_00471,88,0.374,1.0,0.397,0.056,-6.84,0.043,0.63,0.249,2,1,6
TRK_00472,50,0.21,0.522,0.369,0.272,-3.28,0.05,0.144,0.266,6,1,4
TRK_00473,200,0.696,0.402,0.872,0.335,-5.93,0.031,0.046,0.163,7,0,4
TRK_00474,111,0.62,0.746,0.272,0.87,-12.09,0.068,0.026,0.106,3,1,4
TRK_00475,129,0.763,0.517,0.466,0.61,-7.52,0.074,0.103,0.126,8,1,4
TRK_00476,161,0.957,0.504,0.421,0.124,-11.91,0.105,0.04,0.185,6,1,4
TRK_00477,101,0.086,0.251,0.719,0.746,-8.84,0.008,0.163,0.013,9,1,4
TRK_00478,123,0.625,0.716,0.533,0.624,-12.45,0.037,0.117,0.109,0,0,4
TRK_00479,91,0.254,0.688,0.472,0.876,-5.53,0.064,0.167,0.225,8,0,4
TRK_00480,107,0.933,0.748,0.479,0.096,-9.97,0.236,0.567,0.033,0,1,4
TRK_00481,116,0.466,0.928,0.728,0.566,-14.69,0.04,0.035,0.098,6,1,4
TRK_00482,170,0.446,0.37,0.679,0.928,-4.95,0.019,0.183,0.259,10,1,4
TRK_00483,116,0.829,0.576,0.199,0.196,-13.46,0.22,0.125,0.173,0,1,6
TRK_00484,139,0.758,0.708,0.466,0.624,-5.38,0.062,0.021,0.057,8,0,4
TRK_00485,108,0.881,0.364,0.497,0.757,-7.96,0.022,0.203,0.065,5,1,4
TRK_00486,111,0.767,0.628,0.317,0.421,-7.16,0.026,0.55,0.176,11,0,4
TRK_00487,96,0.327,0.663,0.653,0.559,-7.69,0.069,0.321,0.328,1,1,4
TRK_00488,136,0.643,0.913,0.96,0.042,-9.42,0.181,0.058,0.169,2,1,4
TRK_00489,82,0.46,0.58,0.38,0.702,-11.44,0.299,0.07,0.311,2,1,4
TRK_00490,142,0.669,0.695,0.562,0.727,-8.96,0.027,0.148,0.514,10,1,4
TRK_00491,103,0.873,0.74,0.342,0.401,-12.64,0.024,0.637,0.045,3,0,4
TRK_00492,120,0.091,0.702,0.916,0.781,-14.28,0.244,0.12,0.053,8,0,4
TRK_00493,110,0.254,0.572,0.612,0.855,-3.63,0.001,0.016,0.342,9,0,4
TRK_00494,108,0.914,0.566,0.499,0.464,-6.75,0.242,0.045,0.021,1,0,4
TRK_00495,127,0.824,0.833,0.466,0.395,-5.9,0.08,0.046,0.01,2,0,4
TRK_00496,132,0.88,0.275,0.696,0.744,-5.37,0.094,0.029,0.219,5,0,4
TRK_00497,107,0.025,0.808,0.643,0.415,-11.58,0.078,0.004,0.052,1,0,4
TRK_00498,98,0.45,0.736,0.184,0.272,-9.96,0.216,0.014,0.097,1,0,4
TRK_00499,120,0.604,0.848,0.262,0.192,-6.17,0.163,0.062,0.045,4,0,4
TRK_00500,145,0.337,0.477,0.269,0.543,-9.96,0.197,0.55,0.308,6,0,4
TRK_00501,127,0.301,0.537,0.592,0.481,-10.07,0.207,0.087,0.167,6,0,4
TRK_00502,142,0.68,0.443,0.806,0.609,-9.44,0.203,0.035,0.114,1,0,4
TRK_00503,84,0.704,0.459,0.667,0.361,-7.51,0.384,0.072,0.006,5,0,5
TRK_00504,120,0.683,0.684,0.422,0.6,-8.88,0.325,0.233,0.14,2,1,4
TRK_00505,127,0.756,0.83,0.716,0.314,-12.97,0.016,0.005,0.077,0,1,4
TRK_00506,105,0.096,0.76,0.242,0.732,-11.13,0.076,0.021,0.044,5,0,4
TRK_00507,127,0.42,0.57,0.706,0.622,-6.49,0.013,0.104,0.006,1,1,4
TRK_00508,72,0.218,0.655,0.463,0.483,-12.12,0.077,0.044,0.224,10,1,4
TRK_00509,106,0.171,1.0,0.258,0.15,-5.19,0.054,0.27,0.411,7,0,4
TRK_00510,110,0.621,0.684,0.474,0.043,-10.91,0.172,0.081,0.347,11,0,4
TRK_00511,108,0.199,0.218,0.381,0.516,-6.82,0.093,0.139,0.113,7,0,4
TRK_00512,142,0.562,0.606,0.094,0.739,-4.67,0.039,0.062,0.112,10,1,4
TRK_00513,86,0.24,0.403,0.612,0.631,-10.31,0.111,0.041,0.216,4,1,4
TRK_00514,164,0.807,0.238,0.571,0.72,-3.25,0.006,0.065,0.119,7,1,4
TRK_00515,133,0.891,0.426,0.318,0.638,-7.41,0.238,0.135,0.007,8,1,4
TRK_00516,105,0.471,0.777,0.86,0.772,-10.1,0.01,0.065,0.133,3,0,6
TRK_00517,83,0.517,0.599,0.388,0.025,-13.2,0.092,0.767,0.684,2,1,4
TRK_00518,99,0.772,0.863,0.573,0.509,-7.86,0.029,0.919,0.087,0,1,4
TRK_00519,100,0.246,0.822,0.188,0.633,-14.67,0.121,0.11,0.511,11,0,4
TRK_00520,120,0.262,0.775,0.662,0.516,-10.42,0.262,0.208,0.057,4,1,4
TRK_00521,105,0.484,0.921,0.214,0.304,-10.03,0.062,0.312,0.245,8,0,4
TRK_00522,99,0.403,0.757,0.286,0.581,-3.76,0.084,0.104,0.003,3,0,4
TRK_00523,169,0.707,0.329,0.637,0.271,-3.7,0.305,0.001,0.125,9,0,4
TRK_00524,90,0.377,0.749,0.451,0.386,-9.3,0.142,0.081,0.256,1,0,4
TRK_00525,74,0.641,1.0,0.814,0.216,-14.77,0.076,0.314,0.113,4,1,4
TRK_00526,119,0.131,0.786,0.548,0.812,-7.99,0.041,0.113,0.099,11,1,3
TRK_00527,83,0.87,0.851,0.522,0.123,-6.94,0.032,0.916,0.161,7,1,4
TRK_00528,77,0.371,0.48,0.44,0.802,-7.82,0.098,0.117,0.049,7,1,4
TRK_00529,123,0.396,0.786,0.414,0.611,-8.02,0.023,0.006,0.198,6,0,4
TRK_00530,127,0.271,0.647,0.504,0.452,-9.99,0.121,0.176,0.158,9,1,3
TRK_00531,153,0.712,0.785,0.491,0.089,-7.2,0.068,0.036,0.187,2,1,4
TRK_00532,79,0.451,0.777,0.364,0.914,-10.95,0.046,0.113,0.35,9,1,4
TRK_00533,96,0.61,0.633,0.623,0.378,-8.21,0.004,0.348,0.06,11,0,4
TRK_00534,125,0.6,0.669,0.725,0.495,-12.43,0.283,0.019,0.213,1,1,4
TRK_00535,165,0.709,0.349,0.49,0.408,-4.66,0.126,0.05,0.057,0,0,5
TRK_00536,86,0.737,0.58,0.124,0.366,-10.99,0.003,0.133,0.084,1,1,4
TRK_00537,67,0.831,0.496,0.544,0.793,-14.37,0.048,0.028,0.174,6,1,4
TRK_00538,67,0.064,0.869,0.536,0.795,-14.65,0.086,0.339,0.009,5,0,4
TRK_00539,124,0.595,0.888,0.335,0.078,-11.7,0.018,0.108,0.091,7,1,5
TRK_00540,112,0.615,0.603,0.236,0.768,-8.02,0.197,0.166,0.082,0,0,4
TRK_00541,73,0.567,0.698,0.337,0.874,-3.33,0.01,0.057,0.442,2,0,4
TRK_00542,145,0.324,0.768,0.456,0.345,-8.52,0.034,0.034,0.35,8,0,4
TRK_00543,98,0.87,0.621,0.221,0.376,-4.96,0.105,0.043,0.009,4,1,4
TRK_00544,99,0.536,0.258,0.955,0.87,-6.72,0.011,0.03,0.244,3,1,4
TRK_00545,74,0.332,0.694,0.559,0.005,-14.26,0.03,0.387,0.01,7,0,4
TRK_00546,134,0.273,0.782,0.18,0.557,-7.31,0.211,0.236,0.276,7,1,4
TRK_00547,116,0.095,0.891,0.139,0.488,-3.65,0.034,0.145,0.19,10,0,4
TRK_00548,128,0.908,0.517,0.114,0.268,-14.86,0.01,0.004,0.38,5,0,4
TRK_00549,145,0.469,0.735,0.519,0.125,-7.12,0.066,0.135,0.131,11,0,4
TRK_00550,82,0.309,0.625,0.567,0.696,-11.94,0.003,0.096,0.292,0,1,4
TRK_00551,67,0.747,0.617,0.653,0.194,-7.2,0.014,0.677,0.157,10,0,6
TRK_00552,138,0.587,0.575,0.388,0.221,-4.62,0.027,0.033,0.015,8,1,4
TRK_00553,135,0.267,0.395,0.166,0.463,-7.49,0.079,0.06,0.153,8,1,4
TRK_00554,126,0.194,0.781,0.02,0.424,-9.66,0.033,0.025,0.109,3,1,4
TRK_00555,106,0.803,0.53,0.571,0.87,-6.36,0.074,0.052,0.101,11,1,4
TRK_00556,106,0.829,0.883,0.529,0.227,-4.48,0.043,0.479,0.578,2,1,4
TRK_00557,126,0.694,0.913,0.585,0.147,-14.77,0.024,0.233,0.097,2,0,4
TRK_00558,121,0.919,0.498,0.453,0.339,-11.18,0.066,0.329,0.107,3,1,4
TRK_00559,112,0.702,0.65,0.077,0.224,-14.28,0.054,0.41,0.071,11,1,4
TRK_00560,89,0.833,0.711,0.454,0.015,-9.98,0.035,0.712,0.302,10,0,4
TRK_00561,119,0.587,0.365,0.432,0.514,-6.62,0.046,0.165,0.138,2,1,4
TRK_00562,121,0.449,0.641,0.532,0.359,-13.04,0.191,0.049,0.249,0,0,4
TRK_00563,95,0.354,0.156,0.529,0.884,-12.33,0.083,0.052,0.141,9,1,4
TRK_00564,80,0.45,0.724,0.754,0.678,-4.21,0.02,0.238,0.331,10,1,4
TRK_00565,123,0.518,0.671,0.147,0.24,-14.33,0.124,0.242,0.152,3,1,4
TRK_00566,113,0.376,0.7,0.868,0.338,-6.71,0.002,0.152,0.181,6,1,4
TRK_00567,130,0.705,0.729,0.715,0.45,-12.29,0.093,0.224,0.109,8,1,4
TRK_00568,118,0.734,0.556,0.379,0.785,-13.17,0.024,0.425,0.045,4,0,4
TRK_00569,120,0.568,0.794,0.247,0.376,-9.35,0.022,0.156,0.021,10,1,4
TRK_00570,122,0.219,0.584,0.187,0.929,-5.68,0.061,0.024,0.192,3,0,4
TRK_00571,106,0.436,0.533,0.713,0.88,-8.47,0.084,0.031,0.031,5,1,4
TRK_00572,118,0.827,0.448,0.611,0.26,-3.91,0.246,0.066,0.104,10,1,4
TRK_00573,132,0.504,0.329,0.254,0.949,-3.67,0.003,0.079,0.082,2,0,4
TRK_00574,77,0.118,0.45,0.134,0.906,-14.49,0.01,0.142,0.309,9,0,4
TRK_00575,120,0.645,0.61,0.183,0.281,-12.5,0.133,0.043,0.136,8,1,4
TRK_00576,85,0.471,0.626,0.277,0.866,-10.23,0.03,0.058,0.164,10,1,3
TRK_00577,112,0.68,0.755,0.297,0.061,-5.59,0.026,0.122,0.435,6,0,4
TRK_00578,131,0.685,0.43,0.497,0.564,-11.16,0.013,0.051,0.002,2,1,4
TRK_00579,126,0.89,1.0,0.525,0.136,-8.52,0.059,0.08,0.193,3,1,3
