chart_id,track_id,artist_id,chart_name,week_date,peak_position,weeks_on_chart
544,118,118,Alternative 50,2024-01-10,71,43
545,14573,56,Dance/Electronic 40,2022-06-09,188,1
546,8821,221,Dance/Electronic 40,2021-12-29,60,43
547,14879,244,Urban Chart,2024-05-25,108,34
548,5283,6,US Hot 100,2024-03-10,1,37
549,13233,239,Dance/Electronic 40,2024-06-30,1,1
550,14076,111,APAC Pulse,2024-06-12,4,22
551,2730,162,Urban Chart,2015-09-09,92,48
552,9413,164,Latin Beats,2019-12-04,48,17
553,9485,147,Alternative 50,2024-11-17,140,24
554,3243,121,APAC Pulse,2022-02-09,63,24
555,14896,162,US Hot 100,2021-09-02,163,38
556,7439,166,EU Top 200,2023-09-27,43,33
557,8015,125,Global Weekly,2023-07-05,126,23
558,4675,249,Alternative 50,2024-06-12,180,39
559,2762,42,Dance/Electronic 40,2016-05-18,165,39
560,7376,69,Dance/Electronic 40,2023-05-04,16,43
561,12529,76,Urban Chart,2024-04-05,140,37
562,2090,183,Latin Beats,2021-03-10,87,10
563,3205,52,US Hot 100,2022-05-26,47,49
564,12026,134,Global Weekly,2024-02-29,154,12
565,4705,145,US Hot 100,2019-05-06,57,1
566,3439,38,Urban Chart,2020-07-14,52,33
567,4402,138,Dance/Electronic 40,2024-12-04,102,21
568,12506,53,Global Weekly,2023-05-24,68,30
569,14398,227,Global Weekly,2015-11-11,175,13
570,13208,69,Dance/Electronic 40,2023-10-31,82,9
571,6708,19,Urban Chart,2017-08-30,103,12
572,2561,74,EU Top 200,2024-11-08,10,36
573,8057,174,EU Top 200,2022-12-29,174,39
574,8830,206,Dance/Electronic 40,2019-07-22,121,25
575,2814,155,Global Weekly,2024-03-13,187,7
576,3199,62,Latin Beats,2022-07-15,46,9
577,8434,42,Urban Chart,2020-01-06,77,22
578,12998,232,Latin Beats,2024-07-01,110,6
579,11874,168,Urban Chart,2022-05-25,152,14
580,8786,125,Global Weekly,2022-03-17,42,48
581,5266,96,Dance/Electronic 40,2019-02-25,162,24
582,10949,52,EU Top 200,2023-04-13,76,44
583,10509,236,Dance/Electronic 40,2023-02-11,172,26
584,3297,112,EU Top 200,2017-01-25,46,38
585,7990,230,EU Top 200,2023-04-28,86,15
586,8595,81,Latin Beats,2016-05-18,29,47
587,916,218,Alternative 50,2021-04-26,14,44
588,398,76,Global Weekly,2021-06-08,133,22
589,2403,213,EU Top 200,2024-07-27,117,9
590,9326,46,APAC Pulse,2022-09-30,33,48
591,4774,152,Alternative 50,2024-09-29,120,15
592,3227,52,US Hot 100,2021-11-04,137,35
593,4833,19,EU Top 200,2022-12-19,80,35
594,7532,55,Latin Beats,2022-03-03,147,11
595,2686,58,Urban Chart,2023-08-05,118,30
596,13800,53,APAC Pulse,2018-09-12,177,13
597,1870,41,Dance/Electronic 40,2020-12-23,12,8
598,12478,110,Urban Chart,2020-09-30,41,15
599,8060,73,Dance/Electronic 40,2021-10-27,81,20
600,13452,180,Dance/Electronic 40,2022-06-09,68,44
601,314,23,US Hot 100,2023-12-20,114,33
602,9930,49,Global Weekly,2019-02-10,10,9
603,12382,108,Dance/Electronic 40,2023-02-27,98,24
604,2123,142,Urban Chart,2024-02-16,93,33
605,11060,191,EU Top 200,2024-08-05,178,28
606,14612,23,EU Top 200,2020-06-10,34,27
607,10760,214,US Hot 100,2024-01-25,99,49
608,11072,58,US Hot 100,2021-05-20,105,37
609,9771,30,Dance/Electronic 40,2022-11-25,12,7
610,5604,198,Alternative 50,2022-08-04,196,31
611,14877,199,US Hot 100,2024-06-21,184,30
612,8699,1,US Hot 100,2024-12-11,175,38
613,8687,6,Latin Beats,2023-03-07,141,30
614,11433,184,APAC Pulse,2024-11-27,126,40
615,11284,26,Global Weekly,2022-01-08,137,36
616,12400,177,Dance/Electronic 40,2023-02-15,163,48
617,3453,69,EU Top 200,2023-02-25,3,39
618,7482,32,Dance/Electronic 40,2020-04-11,91,14
619,10344,65,US Hot 100,2021-05-17,50,50
620,1768,163,Global Weekly,2024-06-12,180,17
621,12706,88,Global Weekly,2024-11-03,73,22
622,1879,2,Latin Beats,2021-10-05,13,10
623,5542,122,US Hot 100,2016-10-19,136,40
624,12119,162,US Hot 100,2023-04-15,153,24
625,11232,230,Urban Chart,2023-05-04,93,26
626,6752,97,APAC Pulse,2021-09-15,16,23
627,1936,161,Latin Beats,2022-07-05,91,25
628,13934,84,Latin Beats,2024-09-29,86,2
629,11168,205,Latin Beats,2022-07-27,172,48
630,5436,241,Alternative 50,2023-03-17,49,8
631,8645,250,EU Top 200,2022-12-23,57,41
632,12190,1,EU Top 200,2022-09-07,171,20
633,3532,10,EU Top 200,2022-08-01,115,41
634,12715,4,EU Top 200,2016-11-09,69,14
635,8854,135,EU Top 200,2018-07-01,85,29
636,4742,42,Latin Beats,2021-07-05,156,33
637,12896,197,Urban Chart,2023-03-02,105,38
638,6195,134,APAC Pulse,2015-04-29,171,48
639,12080,111,Urban Chart,2023-05-15,104,30
640,7253,107,US Hot 100,2024-08-07,190,9
641,3735,169,Dance/Electronic 40,2021-06-26,110,17
642,14992,198,Latin Beats,2023-11-11,134,1
643,1363,92,Latin Beats,2024-12-01,78,2
644,10838,79,Global Weekly,2016-01-07,176,27
645,1922,86,Dance/Electronic 40,2017-07-05,180,9
646,13327,106,Alternative 50,2019-09-09,177,32
647,7485,164,Urban Chart,2021-12-08,144,15
648,2136,141,Alternative 50,2018-07-14,9,45
649,8512,15,US Hot 100,2016-01-27,189,7
650,4003,142,APAC Pulse,2023-11-03,5,32
651,2707,250,US Hot 100,2024-06-12,179,32
652,6627,194,Dance/Electronic 40,2023-10-27,123,33
653,12774,156,APAC Pulse,2019-02-14,165,46
654,6299,79,US Hot 100,2023-11-04,147,14
655,10964,228,EU Top 200,2024-12-19,142,41
656,4761,135,EU Top 200,2022-02-09,77,42
657,1957,95,Latin Beats,2024-11-17,29,8
658,10576,224,EU Top 200,2024-10-06,64,16
659,9531,212,Global Weekly,2023-10-05,43,17
660,11243,170,Dance/Electronic 40,2024-04-21,22,51
661,2645,82,Urban Chart,2021-10-19,130,22
662,8619,42,Global Weekly,2024-08-28,74,44
663,11629,90,EU Top 200,2016-12-21,139,37
664,13249,38,Alternative 50,2023-02-01,145,28
665,3955,13,Global Weekly,2021-11-20,44,29
666,7917,187,EU Top 200,2019-05-06,141,38
667,14407,186,Alternative 50,2023-10-13,8,1
668,12806,137,Dance/Electronic 40,2020-06-02,24,42
669,7421,13,US Hot 100,2024-08-07,23,10
670,2504,11,EU Top 200,2021-06-08,100,2
671,7178,66,Dance/Electronic 40,2022-12-04,156,44
672,9190,7,Global Weekly,2016-07-06,128,48
673,8418,7,EU Top 200,2019-09-04,20,23
674,4749,1,Urban Chart,2019-10-20,24,15
675,8518,95,Dance/Electronic 40,2023-07-15,120,32
676,2053,236,US Hot 100,2024-11-10,50,11
677,5731,222,Latin Beats,2015-04-22,66,37
678,5442,96,EU Top 200,2022-06-23,143,11
679,11960,71,Dance/Electronic 40,2022-05-02,81,35
680,9490,215,Dance/Electronic 40,2022-12-15,128,21
681,12148,250,Latin Beats,2021-11-10,33,41
682,7545,46,Global Weekly,2024-06-05,110,27
683,2842,52,APAC Pulse,2022-04-14,96,17
684,2012,118,US Hot 100,2023-05-20,141,21
685,9393,134,Alternative 50,2023-02-17,25,48
686,13640,134,APAC Pulse,2024-01-14,106,21
687,1179,21,Dance/Electronic 40,2024-10-19,6,8
688,5911,229,Alternative 50,2023-07-02,53,48
689,9514,6,Latin Beats,2024-03-08,34,5
690,12351,164,US Hot 100,2017-11-15,72,12
691,6785,105,APAC Pulse,2015-09-16,58,52
692,9403,188,Latin Beats,2024-06-08,48,41
693,14200,14,Urban Chart,2024-07-06,114,12
694,3343,162,EU Top 200,2021-08-22,180,19
695,5163,189,Dance/Electronic 40,2024-05-24,123,41
696,8744,88,Alternative 50,2024-06-02,45,1
697,14739,129,Urban Chart,2021-05-26,37,42
698,9285,241,Dance/Electronic 40,2023-06-16,12,41
699,1644,123,Global Weekly,2022-08-10,160,8
700,5082,172,Latin Beats,2017-06-17,60,12
701,1516,27,APAC Pulse,2019-07-03,167,25
702,6757,110,Global Weekly,2016-11-16,63,4
703,9704,97,Alternative 50,2024-09-10,103,35
704,10388,224,Latin Beats,2024-01-14,28,15
705,13118,170,Latin Beats,2021-06-14,176,46
706,1338,55,EU Top 200,2020-12-16,97,51
707,637,214,US Hot 100,2022-11-25,78,47
708,5980,94,US Hot 100,2024-10-25,99,35
709,4898,243,Dance/Electronic 40,2024-12-28,190,13
710,7397,145,Global Weekly,2022-12-07,78,47
711,11456,9,Global Weekly,2023-05-16,136,29
712,665,105,Dance/Electronic 40,2023-01-11,61,13
713,13289,151,Alternative 50,2024-08-25,179,8
714,1647,59,Global Weekly,2024-06-28,52,4
715,6005,107,Global Weekly,2024-10-03,103,24
716,12209,186,Alternative 50,2022-04-15,190,18
717,181,181,APAC Pulse,2022-01-27,188,47
718,9139,134,Latin Beats,2024-05-09,120,1
719,9378,14,US Hot 100,2024-05-26,199,12
720,10220,177,Alternative 50,2024-03-08,58,19
721,2399,240,US Hot 100,2024-11-24,98,32
722,800,188,US Hot 100,2024-05-12,169,38
723,4026,121,Dance/Electronic 40,2020-03-14,128,17
724,2657,33,Dance/Electronic 40,2022-12-12,41,40
725,6,6,Global Weekly,2024-12-03,43,18
726,6406,102,Alternative 50,2020-12-09,106,8
727,8640,227,APAC Pulse,2019-03-06,117,2
728,3774,52,Alternative 50,2023-12-30,128,43
729,540,245,Urban Chart,2019-08-11,151,28
730,5054,23,Alternative 50,2022-05-11,65,4
731,10108,177,EU Top 200,2023-03-01,8,15
732,13826,108,APAC Pulse,2021-10-19,160,3
733,12573,197,Dance/Electronic 40,2020-01-08,14,32
734,10997,208,Alternative 50,2021-07-08,87,24
735,413,84,Dance/Electronic 40,2024-01-18,114,18
736,2303,179,APAC Pulse,2024-08-28,38,21
737,11410,6,US Hot 100,2022-07-14,174,1
738,3915,61,Latin Beats,2023-11-18,61,21
739,4109,73,Urban Chart,2022-08-17,72,42
740,7316,217,Latin Beats,2023-09-30,180,51
741,9375,35,Global Weekly,2019-12-25,38,14
742,9643,247,Urban Chart,2024-12-29,105,40
743,11453,214,Dance/Electronic 40,2022-07-08,14,18
744,13344,28,Urban Chart,2020-03-18,29,2
745,13763,9,Alternative 50,2024-04-30,172,28
746,12994,45,Urban Chart,2020-06-24,33,5
747,14668,213,Global Weekly,2022-07-20,61,10
748,10015,197,Alternative 50,2016-01-06,113,12
749,4696,246,Global Weekly,2019-06-08,183,16
750,11079,216,EU Top 200,2024-08-23,173,48
751,4701,138,Global Weekly,2021-08-04,71,6
752,8998,131,EU Top 200,2017-09-06,143,51
753,14186,68,EU Top 200,2018-10-10,148,39
754,1940,236,Global Weekly,2024-08-31,105,31
755,11885,153,US Hot 100,2024-03-24,30,44
756,13484,128,APAC Pulse,2019-07-03,184,24
757,9189,179,Dance/Electronic 40,2018-05-20,35,13
758,8368,98,Alternative 50,2022-08-26,80,24
759,11361,226,Global Weekly,2021-11-13,59,22
760,11685,221,Alternative 50,2020-10-07,103,46
761,648,15,Alternative 50,2018-04-12,34,50
762,1770,117,US Hot 100,2021-07-21,177,38
763,2500,160,EU Top 200,2022-10-07,15,47
764,583,235,Urban Chart,2024-05-12,44,8
765,9839,45,EU Top 200,2022-12-16,177,41
766,10802,188,Global Weekly,2024-02-04,118,42
767,12270,92,US Hot 100,2024-07-29,157,28
768,12907,64,Urban Chart,2023-10-25,85,50
769,3057,171,Latin Beats,2017-09-02,118,41
770,8754,64,EU Top 200,2022-11-09,64,37
771,5675,32,EU Top 200,2023-04-05,72,45
772,4753,188,Dance/Electronic 40,2022-09-02,34,45
773,4063,54,US Hot 100,2024-10-14,89,37
774,12836,164,EU Top 200,2023-06-01,199,30
775,768,244,Dance/Electronic 40,2019-01-06,154,21
776,6241,121,Latin Beats,2023-06-21,163,25
777,7583,222,Global Weekly,2022-04-28,151,40
778,11389,32,Urban Chart,2024-07-07,158,52
779,1809,33,Alternative 50,2020-04-15,193,42
780,56,56,Dance/Electronic 40,2021-02-17,158,46
781,12936,112,Global Weekly,2024-10-23,168,2
782,10641,59,Alternative 50,2023-05-05,43,48
783,3662,60,Global Weekly,2017-03-29,139,10
784,674,219,US Hot 100,2016-06-08,157,16
785,1537,237,APAC Pulse,2023-06-09,80,14
786,5517,119,Alternative 50,2023-05-21,88,31
787,2010,69,EU Top 200,2024-03-16,67,23
788,5005,12,Urban Chart,2021-07-24,193,42
789,5358,15,EU Top 200,2024-07-09,71,29
790,6992,225,Latin Beats,2019-12-16,83,5
791,12744,171,Alternative 50,2023-10-25,105,18
792,3154,52,APAC Pulse,2018-05-20,184,14
793,4157,170,Alternative 50,2020-03-30,105,22
794,11119,183,APAC Pulse,2020-04-15,11,40
795,11626,221,EU Top 200,2019-08-07,25,5
796,10068,87,Latin Beats,2015-06-10,62,23
797,2851,209,Dance/Electronic 40,2023-02-22,73,18
798,4662,52,Alternative 50,2023-11-30,100,47
799,284,100,Urban Chart,2024-06-23,61,10
800,4657,160,US Hot 100,2024-04-27,183,17
801,8625,165,Urban Chart,2019-12-07,9,49
802,7547,127,APAC Pulse,2018-02-07,30,46
803,11614,82,APAC Pulse,2021-03-24,16,18
804,3357,46,EU Top 200,2020-10-19,65,6
805,3304,167,Urban Chart,2022-09-23,171,31
806,4815,10,Dance/Electronic 40,2024-01-08,4,39
807,1318,191,Global Weekly,2021-06-09,98,14
808,9230,45,Global Weekly,2024-01-09,198,41
809,1508,25,EU Top 200,2023-12-23,147,5
810,4896,15,Alternative 50,2024-12-14,33,29
811,12229,235,Alternative 50,2024-08-25,198,37
812,14691,178,Alternative 50,2019-07-07,200,39
813,10469,196,US Hot 100,2022-12-01,147,25
814,11510,148,Dance/Electronic 40,2024-04-07,27,45
815,5422,66,Alternative 50,2024-02-21,200,30
816,12025,57,Alternative 50,2024-10-22,98,20
817,14096,178,US Hot 100,2023-08-03,118,35
818,7675,14,Latin Beats,2017-11-01,117,38
819,11455,69,Latin Beats,2023-04-08,57,8
820,14588,175,Urban Chart,2019-01-09,51,42
821,4642,88,APAC Pulse,2024-08-02,77,26
822,11333,26,Urban Chart,2023-12-30,116,3
823,12641,188,Urban Chart,2023-07-29,85,34
824,13762,221,Alternative 50,2019-07-24,121,8
825,4713,64,EU Top 200,2021-03-03,195,39
826,7617,237,Global Weekly,2024-11-09,142,49
827,6427,162,EU Top 200,2022-12-11,53,32
828,2693,243,Urban Chart,2019-09-16,100,34
829,12367,177,EU Top 200,2023-11-22,170,43
830,1031,169,Alternative 50,2020-02-26,24,15
831,12446,86,US Hot 100,2020-06-01,101,19
832,9582,193,APAC Pulse,2019-07-31,85,14
833,9539,146,Dance/Electronic 40,2019-06-10,21,49
834,6883,180,Dance/Electronic 40,2024-07-04,94,34
835,3377,106,Alternative 50,2024-07-22,152,6
836,6042,134,US Hot 100,2021-10-18,84,47
837,6536,30,Urban Chart,2023-01-27,170,30
838,2148,228,Latin Beats,2024-11-06,189,46
839,3491,56,Latin Beats,2022-10-14,22,11
840,5535,189,Urban Chart,2020-01-15,78,15
841,3896,92,Dance/Electronic 40,2024-11-08,57,28
842,4639,121,US Hot 100,2018-09-08,44,28
843,10078,127,EU Top 200,2024-01-09,184,49
844,11267,96,Latin Beats,2021-03-27,33,34
845,6338,149,US Hot 100,2017-05-31,191,32
846,2243,22,Dance/Electronic 40,2024-09-04,179,13
847,9780,122,Alternative 50,2024-09-29,86,38
848,1456,46,Global Weekly,2020-06-14,59,13
849,5021,14,EU Top 200,2021-12-02,128,34
850,9482,165,Urban Chart,2020-12-28,63,41
851,8170,1,Latin Beats,2024-01-02,166,28
852,14798,65,APAC Pulse,2023-10-13,141,29
853,14835,75,Dance/Electronic 40,2021-03-10,58,50
854,2593,203,Urban Chart,2024-06-26,138,6
855,14683,192,Dance/Electronic 40,2019-11-16,56,23
856,10065,99,US Hot 100,2017-05-17,46,34
857,6940,115,Urban Chart,2024-02-06,67,16
858,6210,25,Alternative 50,2022-03-30,182,29
859,13465,143,Dance/Electronic 40,2021-06-30,160,29
860,10842,35,Latin Beats,2022-08-22,78,15
861,1432,197,Dance/Electronic 40,2022-05-25,38,31
862,845,232,Urban Chart,2020-07-13,176,49
863,1418,196,Global Weekly,2023-12-23,103,1
864,5119,2,Global Weekly,2024-08-31,50,6
865,2340,229,Urban Chart,2022-09-23,149,28
866,10431,134,Dance/Electronic 40,2024-01-05,171,49
867,107,107,Global Weekly,2023-06-09,92,21
868,13722,107,Alternative 50,2024-10-23,121,34
869,13909,232,Latin Beats,2022-06-06,111,35
870,3777,30,Global Weekly,2023-05-19,9,35
871,4259,148,Alternative 50,2021-08-16,70,28
872,12349,64,Global Weekly,2021-05-05,92,37
873,12952,107,Dance/Electronic 40,2015-12-30,17,52
874,14049,229,US Hot 100,2020-09-29,155,39
875,8614,143,US Hot 100,2020-01-22,98,49
876,10801,216,Urban Chart,2024-04-17,30,26
877,9836,239,US Hot 100,2023-01-21,141,44
878,7072,216,Global Weekly,2023-04-05,92,20
879,4650,141,Global Weekly,2024-12-04,131,23
880,2461,230,EU Top 200,2023-03-03,55,5
881,2510,241,US Hot 100,2022-08-26,126,3
882,9592,32,Latin Beats,2020-03-12,131,43
883,5478,161,Urban Chart,2020-08-31,168,42
884,8600,32,Alternative 50,2022-06-29,95,27
885,9600,62,US Hot 100,2024-12-14,12,7
886,3482,131,Global Weekly,2020-01-26,25,46
887,11106,166,Latin Beats,2024-01-14,102,30
888,3020,82,Latin Beats,2019-12-07,81,30
889,10435,42,Global Weekly,2019-04-03,95,19
890,1639,83,Alternative 50,2022-04-01,93,5
891,2029,167,Dance/Electronic 40,2019-12-01,72,22
892,9113,86,Alternative 50,2024-08-01,179,52
893,6126,59,Dance/Electronic 40,2024-03-01,137,35
894,12015,77,APAC Pulse,2018-05-16,52,2
895,2495,71,Global Weekly,2015-12-02,37,38
896,5168,174,EU Top 200,2024-11-07,170,25
897,5201,222,US Hot 100,2023-06-15,72,31
898,945,86,Dance/Electronic 40,2024-03-06,54,44
899,13362,213,Urban Chart,2024-09-15,111,32
900,7477,80,APAC Pulse,2019-09-29,189,17
901,14235,91,EU Top 200,2023-12-31,103,39
902,2883,8,APAC Pulse,2023-01-02,73,24
903,1893,239,Dance/Electronic 40,2024-05-10,146,24
904,12096,170,Dance/Electronic 40,2021-12-20,75,27
905,2129,14,Dance/Electronic 40,2024-01-18,114,9
906,9061,29,US Hot 100,2019-08-26,106,2
907,11016,46,Alternative 50,2024-06-10,109,3
908,6800,229,Global Weekly,2020-06-09,199,22
909,6837,193,Alternative 50,2020-07-15,113,4
910,60,60,Dance/Electronic 40,2016-06-29,125,8
911,11846,58,APAC Pulse,2024-12-08,94,25
912,14294,181,APAC Pulse,2024-06-25,19,1
913,9570,24,Urban Chart,2024-07-19,94,19
914,2265,226,Alternative 50,2022-06-15,170,2
915,6857,176,APAC Pulse,2017-11-15,16,10
916,2835,9,Dance/Electronic 40,2024-07-02,193,27
917,3224,73,APAC Pulse,2018-02-14,139,13
918,63,63,Dance/Electronic 40,2017-12-20,163,52
919,13258,242,EU Top 200,2024-04-05,95,17
920,14266,124,Urban Chart,2024-07-06,184,46
921,820,188,Alternative 50,2022-05-13,48,18
922,14769,172,APAC Pulse,2018-10-06,108,42
923,3631,97,US Hot 100,2017-03-15,10,13
924,14473,163,Alternative 50,2018-08-15,26,46
925,1545,25,Global Weekly,2018-10-17,123,44
926,11758,9,Latin Beats,2022-01-02,112,31
927,1548,157,APAC Pulse,2024-06-21,15,24
928,5469,212,US Hot 100,2016-12-07,149,13
929,6371,242,Urban Chart,2021-09-01,186,35
930,11008,234,Urban Chart,2024-01-21,54,8
931,2494,225,APAC Pulse,2021-06-21,101,32
932,3332,199,Dance/Electronic 40,2022-08-30,172,21
933,10335,156,EU Top 200,2023-09-14,177,20
934,7065,201,Urban Chart,2020-11-18,176,13
935,8487,2,Urban Chart,2022-12-20,130,20
936,5972,145,EU Top 200,2024-01-31,163,31
937,12306,40,Global Weekly,2018-08-01,186,49
938,1679,38,US Hot 100,2024-08-07,159,28
939,3039,18,EU Top 200,2019-02-18,169,25
940,10854,122,Alternative 50,2017-07-05,3,47
941,7953,132,Urban Chart,2024-05-30,185,3
942,3522,12,Dance/Electronic 40,2020-02-15,36,20
943,7991,213,Alternative 50,2022-12-21,27,19
944,9931,60,APAC Pulse,2018-09-26,194,21
945,10048,216,Urban Chart,2022-02-10,80,15
946,11589,186,Dance/Electronic 40,2022-11-25,101,6
947,12533,126,Urban Chart,2019-03-16,81,49
948,4244,248,Dance/Electronic 40,2023-04-28,37,50
949,14234,215,EU Top 200,2021-07-22,60,20
950,12613,4,Global Weekly,2020-04-08,198,20
951,9431,86,Urban Chart,2015-02-11,115,43
952,1074,107,Global Weekly,2022-12-02,144,44
953,5638,71,US Hot 100,2017-11-01,144,40
954,9083,202,Latin Beats,2019-12-04,141,22
955,12497,187,US Hot 100,2024-07-21,29,45
956,13542,83,EU Top 200,2022-09-06,18,16
957,4361,76,Latin Beats,2024-02-03,119,28
958,1403,211,Global Weekly,2018-09-05,50,24
959,14736,45,Global Weekly,2022-03-18,82,51
960,220,220,APAC Pulse,2015-04-01,114,6
961,1612,206,Urban Chart,2021-01-13,6,44
962,14689,198,EU Top 200,2018-09-06,195,32
963,3863,42,EU Top 200,2016-12-15,29,15
964,14983,228,Urban Chart,2022-12-07,113,18
965,6255,95,APAC Pulse,2023-12-23,168,5
966,12213,30,Urban Chart,2024-10-25,153,38
967,13885,124,Dance/Electronic 40,2018-10-28,192,12
968,9039,9,US Hot 100,2024-10-19,102,51
969,7774,112,APAC Pulse,2021-04-14,161,43
970,14129,82,Latin Beats,2024-10-30,87,51
971,4147,46,APAC Pulse,2022-10-31,23,14
972,7962,85,Urban Chart,2023-11-15,34,48
973,13814,196,Alternative 50,2024-08-24,146,48
974,14425,67,US Hot 100,2019-05-19,114,33
975,4308,15,APAC Pulse,2023-08-12,90,34
976,13915,250,US Hot 100,2022-07-15,183,36
977,14311,122,Dance/Electronic 40,2018-02-28,160,36
978,3992,147,US Hot 100,2022-11-01,20,2
979,11601,29,EU Top 200,2020-11-07,134,20
980,721,46,EU Top 200,2021-10-18,175,19
981,7345,35,EU Top 200,2023-06-01,54,28
982,9825,110,Urban Chart,2019-12-11,34,37
983,9899,85,APAC Pulse,2022-12-14,25,24
984,5674,95,Alternative 50,2023-09-09,50,32
985,1097,107,Alternative 50,2019-12-11,140,29
986,10737,22,APAC Pulse,2015-12-09,120,3
987,14341,82,Global Weekly,2021-10-20,4,10
988,12111,87,Global Weekly,2020-07-29,112,20
989,2673,205,Urban Chart,2023-09-13,116,37
990,11449,228,Global Weekly,2017-04-12,54,38
991,10795,58,APAC Pulse,2024-05-30,152,19
992,2613,67,EU Top 200,2018-04-04,113,23
993,13199,107,Alternative 50,2022-10-05,18,18
994,50,50,Dance/Electronic 40,2023-08-16,11,43
995,3835,233,APAC Pulse,2020-11-07,181,24
996,2952,48,Latin Beats,2020-11-05,187,8
997,490,122,Global Weekly,2024-03-22,101,39
998,2122,183,Global Weekly,2017-06-28,89,1
999,6514,39,Global Weekly,2024-12-15,33,17
1000,2683,88,Dance/Electronic 40,2024-07-07,187,5
1001,9520,216,Dance/Electronic 40,2019-04-17,65,35
1002,2953,162,Latin Beats,2021-07-08,197,19
1003,6517,206,EU Top 200,2021-10-27,156,6
1004,6738,89,Latin Beats,2016-05-19,195,11
1005,4447,138,Global Weekly,2022-07-07,169,10
1006,5158,141,US Hot 100,2021-11-04,73,12
1007,8800,149,Global Weekly,2021-09-29,72,7
1008,13508,183,Urban Chart,2015-09-09,151,30
1009,6302,35,Alternative 50,2017-02-01,39,52
1010,2345,150,Urban Chart,2015-11-18,41,34
1011,5716,194,Dance/Electronic 40,2024-11-05,180,2
